review,sentiment,cluster,theme,bank
A Good and fast supper app thanks for dashen bank,positive,2,Positive Experience & Speed,Dashen
"Dear Users of the Dashen Bank Super App,I have been using the Dashen Bank Super App for a while now, and I must say—it’s truly a game-changer! The app is incredibly fast and reliable; I’ve never encountered any delays with my transactions. One feature I absolutely love is Chat Banking. It makes everyday tasks like checking my balance or transferring money as simple as sending a quick message. Also, the budgeting tool has been a huge help in tracking my spending and giving me a clearer",positive,2,Positive Experience & Speed,Dashen
Too best,positive,3,Strong Recommendation,Dashen
"Dashen Bank Super Up,use the app and makes your easy,fast,convinent.",positive,2,Positive Experience & Speed,Dashen
To join digital world use supper app and make your life easy,positive,2,Positive Experience & Speed,Dashen
best mobile banking application,positive,3,Strong Recommendation,Dashen
"This banking superapp is incredibly well designed. The design and appearance of the app and the overall experience I have when using the app is fantastic. The app is packed with features from banking to e-commerce all in one place.It even has a budget setting option which is super useful for managing my money. Everything runs smoothly and I love how convenient it has made my daily life. Huge Kudos to Dashen Bank. You are truly living up to the motto ''Always one step ahead."" Keep it up!",positive,0,Convenience & Usability,Dashen
I was really amazed by the idea of an e-commerce service on a banking app. This is what it means to be one step ahead. Please include all kinds of products in there as soon as possible.,positive,1,Mixed Performance & Features,Dashen
this is what we expect to get service Dashen Bank always like his slogan,positive,2,Positive Experience & Speed,Dashen
"Dashen SupApp is the most contemporary application, offering a great experience by enabling users to perform multiple tasks through a single platform—such as chatting with friends, transferring money, paying bills, and more. It is the first app of its kind in the Ethiopian banking industry, making it a remarkable opportunity for entrepreneurs working in app-based sales and software marketing. Good job, Dashen Bank!",positive,2,Positive Experience & Speed,Dashen
Dashen Super App gives me an amazing convenience and makes life easy.,positive,2,Positive Experience & Speed,Dashen
excellent mobile banking app,positive,2,Positive Experience & Speed,Dashen
Wow! like his name Super App...,positive,2,Positive Experience & Speed,Dashen
Dashen supper app is the most special. ይምቾቱ ይለያያል!!!!,positive,2,Positive Experience & Speed,Dashen
convenient and fast,neutral,0,Convenience & Usability,Dashen
Best- in-class app.,positive,3,Strong Recommendation,Dashen
I really like this amazing application and Dashen Supper app that has made my life easier.,positive,2,Positive Experience & Speed,Dashen
Superb,positive,1,Mixed Performance & Features,Dashen
"amazing features, faster and easy to use",positive,2,Positive Experience & Speed,Dashen
"The Dashen Super App offers a modern, user-friendly experience that leverages the latest technological advancements to deliver a seamless e-commerce platform",positive,2,Positive Experience & Speed,Dashen
Best App!,positive,3,Strong Recommendation,Dashen
I love it. one of the best mobile banking app in the banking industry,positive,3,Strong Recommendation,Dashen
I love this app,positive,2,Positive Experience & Speed,Dashen
no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is Samsung A51,positive,1,Mixed Performance & Features,Dashen
waw no idea the best app.,positive,3,Strong Recommendation,Dashen
fast best app,positive,3,Strong Recommendation,Dashen
Nice App,positive,2,Positive Experience & Speed,Dashen
nice app ever,positive,2,Positive Experience & Speed,Dashen
very disappointing app. Closes frequently and unstable in function,negative,1,Mixed Performance & Features,Dashen
"Feature-rich? Absolutely. But the speed? Painfully slow. Seriously, is it communicating with a server on Mars or something?",negative,1,Mixed Performance & Features,Dashen
nic app,neutral,1,Mixed Performance & Features,Dashen
Nice,positive,1,Mixed Performance & Features,Dashen
"The Dashen Super App delivers a remarkably fast, highly secure, and exceptionally user-friendly experience, establishing it as a leading application in its category.keep it up and stay ahead Dashen Bank.",positive,2,Positive Experience & Speed,Dashen
So far so good! their in person customer service is amazing 👏,positive,1,Mixed Performance & Features,Dashen
The app is very backward and doesn't always work. If it works three hours out of 24 hours it's great!😥,positive,1,Mixed Performance & Features,Dashen
ምርጫዬ ነው,neutral,1,Mixed Performance & Features,Dashen
It's bad for the connection and too many days are it that not working,negative,1,Mixed Performance & Features,Dashen
it's samart,neutral,1,Mixed Performance & Features,Dashen
"The app is not working properly, I have been using it.",neutral,1,Mixed Performance & Features,Dashen
it is very good app,positive,1,Mixed Performance & Features,Dashen
"I had a disappointing experience with Dashen Bank's Super Up service. The app is very slow and takes forever to load during transactions, which is incredibly frustrating. Additionally, it doesn't generate receipts for any transactions, making it difficult to keep track of my expenses. I also reached out to customer support, but the response time was longer than expected. Overall, I was hoping for a better experience, but I find the service lacking and in need of improvement.",positive,1,Mixed Performance & Features,Dashen
slow cumbersome,neutral,1,Mixed Performance & Features,Dashen
Is really 💀,neutral,1,Mixed Performance & Features,Dashen
It's slow to send OTP. it's not reliable. It crushed many times. It needs improvement in many ways,positive,1,Mixed Performance & Features,Dashen
"This is the worst mobile banking experience I’ve ever had. It doesn’t work when you need it, and it randomly updates itself without warning. You can’t make transactions whenever you want. It’s a nightmare for anyone who relies on this as their main banking option, especially those with a lot of money in their account. I’m lucky I’m not one of them, but still, it’s infuriating not being able to access your money when you need it.""l",negative,1,Mixed Performance & Features,Dashen
"I have experienced on using the app of Banks in Ethiopia, this Dashen sup is like old version of the applications for using. I gave 3 star for it's very low speed while login and processing",neutral,1,Mixed Performance & Features,Dashen
proud by dashen bank,positive,2,Positive Experience & Speed,Dashen
best,positive,3,Strong Recommendation,Dashen
This app is not working unless you turn off developer mode on your phone. So it takes your rights to just use it.,neutral,1,Mixed Performance & Features,Dashen
real super up,positive,2,Positive Experience & Speed,Dashen
it's very disappointing fix it as soon as possible not expected from dashin bank fix it,negative,1,Mixed Performance & Features,Dashen
why dashen bank workers hidden my ATM Card 🏧?it's a big problem to me,negative,2,Positive Experience & Speed,Dashen
tanku,neutral,1,Mixed Performance & Features,Dashen
perfect,positive,1,Mixed Performance & Features,Dashen
goood,neutral,1,Mixed Performance & Features,Dashen
why does it ask me for both pin and opt even the opt is touch let alone both,negative,1,Mixed Performance & Features,Dashen
it is best app easy to use,positive,3,Strong Recommendation,Dashen
It is very easy to use and powerful application.,positive,2,Positive Experience & Speed,Dashen
this apps have a good feature but but some features like developer mode turn off irritate user,positive,1,Mixed Performance & Features,Dashen
"This is not only a mobile banking app, it is beyond that. We will access our account easily, we are able to get many information easily here. i.e. exchage rate. We are able to chat with others, we are able to budget, we are able to transfer to other bank and within Dashen. we are able to access many accounts in a single app, we are able to pay bills in QR scan, we are able to make payments and order delivery items here in a single app. #Always one step ahead.",positive,1,Mixed Performance & Features,Dashen
wallahi very fantastic Bank,positive,1,Mixed Performance & Features,Dashen
"Waw, It's amazing app. thank you Dashen Bank.",positive,2,Positive Experience & Speed,Dashen
nice app,positive,2,Positive Experience & Speed,Dashen
"I’ve been using the Dashen Bank Super App for a while now, and it’s been a game-changer. The app is super fast and reliable—I’ve never had an issue with transactions being delayed. One of my favorite features is the chat banking, which makes it so easy to do things like check my balance or transfer money just by typing a quick message. The budgeting tool is also really useful. It helps me keep track of my spending and gives me a clear picture of where",positive,2,Positive Experience & Speed,Dashen
Very good app that like it too. B/c it is very fast and easy to use.,positive,2,Positive Experience & Speed,Dashen
best experiences,positive,3,Strong Recommendation,Dashen
too slow to use.,neutral,1,Mixed Performance & Features,Dashen
ጥሩ ነው,neutral,1,Mixed Performance & Features,Dashen
the worst app in the market only good ui,negative,1,Mixed Performance & Features,Dashen
nic,neutral,1,Mixed Performance & Features,Dashen
በጣም ቅልል ያለ አፕ በርቱልን ለአጠቃቀም ምቹ,neutral,1,Mixed Performance & Features,Dashen
thanks for all digital transaction,positive,1,Mixed Performance & Features,Dashen
Best,positive,3,Strong Recommendation,Dashen
"This app is not supporting smart phones that have old android version and so it is none inclusive. At the same time the amole lite is not working properly and once you reached to maximum otp trail mistakes due to network or other errors like stacks , you will be tied up to make Transactions. Ohh... tired!!!!!",negative,1,Mixed Performance & Features,Dashen
it's Be Come Busy &not working good,negative,1,Mixed Performance & Features,Dashen
I wanted to share some concerns about your Supper App. It appears to be experiencing reliability issues and isn’t performing as expected. I hope this can be addressed soon to improve the user experience. One star 🌟 for now.,positive,1,Mixed Performance & Features,Dashen
"best ever digital banking sector essay for understanding ,smart and convince for using",positive,0,Convenience & Usability,Dashen
good and latest,positive,1,Mixed Performance & Features,Dashen
The best App of all,positive,3,Strong Recommendation,Dashen
Worst app ever,negative,1,Mixed Performance & Features,Dashen
"This app is the most unreliable mobile banking application I have ever used for transaction, it is very late, non-responsive and full of bugs. Its is very disappointing. It is just inconvinient, and not user friendly and compatabke at all !!!!!!",negative,1,Mixed Performance & Features,Dashen
Naiycapp,neutral,1,Mixed Performance & Features,Dashen
The app is good but it has no USSD option,negative,1,Mixed Performance & Features,Dashen
Hey great,positive,1,Mixed Performance & Features,Dashen
I have used many mobile banking and also tellebir and mpesa nothing come close to this app. Well done Dashen indeed one step a head. A lot of cool features that amole hasn't the receipt and the account statement is superb for me. I hope you add more integrated small apps to.,positive,1,Mixed Performance & Features,Dashen
The app is good but it ask update every week so tiring,positive,1,Mixed Performance & Features,Dashen
It good and easy to use,positive,2,Positive Experience & Speed,Dashen
በጣም አሪፍ መተግበሪያ ነው ። አመሠግናለሁ ።,neutral,1,Mixed Performance & Features,Dashen
"Greately improved since it was released! I really like the budget and expense tegistration feature. For ATM or POS withdrawals, it is not possible to account these expenses, even if it is visible on the transactions window. If that can be worked on, it will be improve so much!!",positive,1,Mixed Performance & Features,Dashen
Excellent,positive,1,Mixed Performance & Features,Dashen
Wow Excellent app,positive,1,Mixed Performance & Features,Dashen
Nice app but i experience some issues with others banks transfer it keeps saying account is not exist most of the time.,positive,1,Mixed Performance & Features,Dashen
Add the option to send money to any telebirr account like amole does.,positive,1,Mixed Performance & Features,Dashen
It's best,positive,3,Strong Recommendation,Dashen
no one dashen yichlal,negative,2,Positive Experience & Speed,Dashen
In short ! I'm so proud of this app developers for their highest professional of developing. Thanks,positive,1,Mixed Performance & Features,Dashen
The speed is too slow. Need some improvements.,positive,1,Mixed Performance & Features,Dashen
good app,positive,1,Mixed Performance & Features,Dashen
Fantastic app,positive,1,Mixed Performance & Features,Dashen
I wish dark mode feature is add as an option but it's good app,positive,1,Mixed Performance & Features,Dashen
"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",positive,0,Convenience & Usability,Dashen
"The Dashen Super App is a game-changer in digital banking, offering a seamless and convenient experience. With its user-friendly interface, fast transactions, and a wide range of financial services, it simplifies banking for customers. Features like bill payments, fund transfers, mobile top-ups, and loan applications make it an all-in-one solution. Plus, its security measures ensure safe and reliable Experiance effortless banking",positive,0,Convenience & Usability,Dashen
ከጰነጨየጠ,neutral,1,Mixed Performance & Features,Dashen
"It has good feature. But, it is Very Slow! difficult to pay or receive. The Speed should be improved, else I didn't recommend.",negative,1,Mixed Performance & Features,Dashen
Excellent app,positive,2,Positive Experience & Speed,Dashen
አፕልኬሽኑ አሪፍ ሆኖ ሳለ ቴሌብር ወደራስ ብቻ ለምን ሆነ እንደ ድሮው ለሰውም መላክ ቢቻል,neutral,1,Mixed Performance & Features,Dashen
No good,negative,1,Mixed Performance & Features,Dashen
Wow amazing app,positive,1,Mixed Performance & Features,Dashen
best platform... Please avoid otp,positive,3,Strong Recommendation,Dashen
Super smart app.,positive,2,Positive Experience & Speed,Dashen
best 👍👍,positive,3,Strong Recommendation,Dashen
I don't know what happens but the application is not send verification pass code you should fix that,neutral,1,Mixed Performance & Features,Dashen
This app doesn't work on my phone my phone is Samsung Galaxy s7 android version 9 All other financial apps work like telebirr CBE M_pesa...,positive,1,Mixed Performance & Features,Dashen
"Dashen Super app is secure, very easy to use and has more services uniquely like budgeting, chat, IPS...",positive,2,Positive Experience & Speed,Dashen
Amazing and user friendly supper app and looking forward the additional features,positive,1,Mixed Performance & Features,Dashen
it's amazing app i have seen ever,positive,1,Mixed Performance & Features,Dashen
One star deducted for not to able to transfer to telebirr.,neutral,1,Mixed Performance & Features,Dashen
ጥሩ ነው ግን በደንብ ሊሸሻል ይገባል,neutral,1,Mixed Performance & Features,Dashen
ፍጥነቱ በጣም አሪፍ ነው! እና ቀለል ያለ ነው ! ነገር ግን ተጨማሪ ወደ ቴሌብር ኤጀንት መላኪያ አፕ ቢካተትበት ጥሩ ነው::,neutral,1,Mixed Performance & Features,Dashen
Keep up the good work and pleas add water and electric utility payment,positive,1,Mixed Performance & Features,Dashen
The app missed some important features 1. It does't show recent transactions 2. Transfer to Telebirr limited to own telebirr 3. The statement does't show running balance,negative,1,Mixed Performance & Features,Dashen
"Simple, Fast and Easy ⭐⭐⭐🎉",positive,2,Positive Experience & Speed,Dashen
"የሚገርም aplication ነው, ነገር ግን ብር ትራንስፈር ሲደረግ ያለ ፒን መሆኑ risk አለው ሁሉ ጊዜ የ ትራንስፈር መደምደሚያ ፒን መሆን አለበት!!!!!!!!!!!!:: አሱ ቢስተካከል 5 star አስከዛው ግን 4 ሰጥቻለው::",negative,1,Mixed Performance & Features,Dashen
Baankii daashin baankii hudna galeessa galatoomaa isinii woliin jirra Godina jimmaa magaalaa Aggaaroo irraa Muaz Abamecha Abamilki,neutral,1,Mixed Performance & Features,Dashen
It doesn't work,neutral,1,Mixed Performance & Features,Dashen
"#Dashen Super App; Super easy to use, secure, and fast transaction. Love it!",positive,2,Positive Experience & Speed,Dashen
"I tried the new Dash Bank Super App today, and it's amazingly easy and fun.I recommend you download and use it. You really like it",positive,2,Positive Experience & Speed,Dashen
Gud app kegza ga mezmn endze new aind ermjh kedme nachu hlam,neutral,2,Positive Experience & Speed,Dashen
"Good app, bad security",positive,1,Mixed Performance & Features,Dashen
On Transaction page only show sent Transaction. Try to include received transaction.,neutral,1,Mixed Performance & Features,Dashen
Wonderful Application 😍,positive,1,Mixed Performance & Features,Dashen
I loved it,positive,1,Mixed Performance & Features,Dashen
አሁን ገና አንድ እርምጃ ቀደማችው,neutral,1,Mixed Performance & Features,Dashen
I am so thankful for having this best app Dashen one step ahead,positive,2,Positive Experience & Speed,Dashen
Not good this app,negative,1,Mixed Performance & Features,Dashen
Best app,positive,3,Strong Recommendation,Dashen
Excellent app ever but it needs improvement on speed and transaction lists,positive,1,Mixed Performance & Features,Dashen
Perfect,positive,1,Mixed Performance & Features,Dashen
"It does not work functional ,",neutral,1,Mixed Performance & Features,Dashen
all of dashen bank customers use the application it is good to use,positive,2,Positive Experience & Speed,Dashen
Gret experience,neutral,1,Mixed Performance & Features,Dashen
All good we need more,positive,1,Mixed Performance & Features,Dashen
"Dashen super app is easy to use, fast and robust",positive,2,Positive Experience & Speed,Dashen
it was amazing app.....thank you dashen bank....,positive,2,Positive Experience & Speed,Dashen
Dashen bank super app for easy life.,positive,2,Positive Experience & Speed,Dashen
Excellent UI/UX and beyond Banking services👍👍,positive,1,Mixed Performance & Features,Dashen
Send to oher bank የሚለዉ ዉስጥ ገብተን ወደ addisinternational bank ለመላክ አይሰራም ሁለተኛ ደግሞ ወደ cbe birr ለመላክ account number ይጠይቃል ሞባይል ነበር ነዉ መጠየቅ ያለበት ይመስለኛል,positive,1,Mixed Performance & Features,Dashen
Just Wow,positive,1,Mixed Performance & Features,Dashen
mobile banking to the next level,neutral,1,Mixed Performance & Features,Dashen
The first 3 star review is me,neutral,1,Mixed Performance & Features,Dashen
Is not working,neutral,1,Mixed Performance & Features,Dashen
"Fast, reliable and user friendly. Amazing chatting features. Keep it up! Always one step ahead!",positive,0,Convenience & Usability,Dashen
V good ❗️,positive,1,Mixed Performance & Features,Dashen
"This app is literally the best thing ever The chat banking is so easy just text and it’s done Super smooth, fast, and honestly a life saverIf you haven’t downloaded it yet you’re missing out big time",positive,2,Positive Experience & Speed,Dashen
I only see white page,neutral,1,Mixed Performance & Features,Dashen
Excellent banking app for all your needs! Who needs a physical branch when you can use Dashen Bank Super App Instead! I've never had an issue with anything that Dashen Bank Super App haven't handled swiftly and resolved to my satisfaction and above I don't often write reviews but this is an app/bank that I would highly recommended to everyone 💯 👌👍,positive,2,Positive Experience & Speed,Dashen
Amizing Application 😍,positive,1,Mixed Performance & Features,Dashen
Fastest and easy to use,positive,2,Positive Experience & Speed,Dashen
ስም ብቻ 😏,neutral,1,Mixed Performance & Features,Dashen
Exellent app with exellent banking system and exellent bank ever,neutral,2,Positive Experience & Speed,Dashen
Amazing app to use as usual! But why option of transferring to Telebirr and M pesa which was available on Amole app is omitted?? Dasheen is my favourite keep it up.,positive,2,Positive Experience & Speed,Dashen
Needs some improvement,positive,1,Mixed Performance & Features,Dashen
Amazing,positive,1,Mixed Performance & Features,Dashen
Amazing super app,positive,2,Positive Experience & Speed,Dashen
I hope it will be better than amole,positive,1,Mixed Performance & Features,Dashen
Wly Super App ilove it ❤️ 😍 💖 💕,positive,2,Positive Experience & Speed,Dashen
Dashen yichalal. Ewnetem one step a head,neutral,2,Positive Experience & Speed,Dashen
It has a Good performance but need more upgrade for more performance like when we login account not be fast balance show other thing looking good. Carry on. Thanks so much for Greatest service,positive,1,Mixed Performance & Features,Dashen
"It is a very wonderful work that has saved its time. That is why it is ""Always one step ahead!""",positive,1,Mixed Performance & Features,Dashen
“Life-changing!” I can’t imagine going back to traditional banking after using this app. It’s so convenient.,neutral,0,Convenience & Usability,Dashen
Pro max,neutral,1,Mixed Performance & Features,Dashen
The most good app and easy,positive,2,Positive Experience & Speed,Dashen
"Excellent and user friendly App. Excellence is what makes you always one step ahead. Dashen Bank, Always One Step Ahead !!",positive,2,Positive Experience & Speed,Dashen
Proud to be dashen family . Shout out to the serial entrepreneur 👏,positive,2,Positive Experience & Speed,Dashen
First ATM in East africa ⭐️⭐️⭐️⭐️⭐️,neutral,1,Mixed Performance & Features,Dashen
Best app.,positive,3,Strong Recommendation,Dashen
Better Move to catch the competition up👍,positive,1,Mixed Performance & Features,Dashen
"Great job my home, my bank.",positive,1,Mixed Performance & Features,Dashen
Always one step ahead! What a masterpiece.,positive,1,Mixed Performance & Features,Dashen
Great App Well done Dashen Bank,positive,2,Positive Experience & Speed,Dashen
Great!,positive,1,Mixed Performance & Features,Dashen
"I love it but it has bugs during confirmation of password! So, please make it functional",positive,1,Mixed Performance & Features,Dashen
Always one step forward,neutral,1,Mixed Performance & Features,Dashen
"It's great! But it will be advanced if you include a caption that allow customers to transfer to Telebirr account. Dashen Bank, ""ኩሉ ግዜ፡ ሓደ ስጕሚ ቀዳሚ።"" (Always one step ahead!)",positive,1,Mixed Performance & Features,Dashen
Small size with vast features and functionalities.,neutral,1,Mixed Performance & Features,Dashen
Amazing app 👏 👌 Dashen bank one step a head,positive,2,Positive Experience & Speed,Dashen
"It has a great application features from the beginning. I'm glad to use it even I haven't used it yet because I haven't activated my account yet. But it's simple, comprehensive, full of information, and fast. በርቱ ዳሸኖች: The super app has impressed me more than I expected.",positive,1,Mixed Performance & Features,Dashen
Dashen Bank Always One Step Ahead!,neutral,2,Positive Experience & Speed,Dashen
U can't create account,negative,1,Mixed Performance & Features,Dashen
Really super app... so seamless and with a nice user interface .. we are proud of you dashen bank ...,positive,2,Positive Experience & Speed,Dashen
We will see it,neutral,1,Mixed Performance & Features,Dashen
Always one step a head!,neutral,1,Mixed Performance & Features,Dashen
"A lightweight,catchy and smooth app",neutral,2,Positive Experience & Speed,Dashen
Very impressive interface with best security feature and user friendly app.,positive,0,Convenience & Usability,Dashen
It is so far so good it has a unique features than telebirr good job Dashen,positive,1,Mixed Performance & Features,Dashen
"Yea , it's a good idea to make it with the bank name, it will help for the bank easily to find the application, and customers can easily downloed and use the product. I wish all the best for Dashen bank initiative.",positive,2,Positive Experience & Speed,Dashen
This is My Bank!,neutral,2,Positive Experience & Speed,Dashen
"Truly, db => AlwaysOneStepAhead !!",positive,1,Mixed Performance & Features,Dashen
ALWAYS ONE STEP AHEAD,neutral,1,Mixed Performance & Features,Dashen
Well developed,positive,1,Mixed Performance & Features,Dashen
oh nice!!! i wish it's very nice app,positive,1,Mixed Performance & Features,Dashen
Really the app looks like amazing. I can't wait to activate in the morning.,positive,1,Mixed Performance & Features,Dashen
Applause 👏 Dashen Bank. One of the best super app inorder to pay easily and securely. One step a head.,positive,2,Positive Experience & Speed,Dashen
Wow Dashen Super App 🚀🚀,positive,2,Positive Experience & Speed,Dashen
All in One,neutral,1,Mixed Performance & Features,Dashen
The best Banking app I have ever seen,positive,3,Strong Recommendation,Dashen
It looks good and simple to use,positive,1,Mixed Performance & Features,Dashen
App That makes Difference!,neutral,2,Positive Experience & Speed,Dashen
Faster and userfriendly,neutral,1,Mixed Performance & Features,Dashen
